@relation R_data_frame

@attribute ID string
@attribute Tweet string
@attribute Affect_Dimension string
@attribute Intensity_Class {0,1,2,3}
@attribute mpqa-posCount numeric
@attribute mpqa-negCount numeric
@attribute BingLiu-posCount numeric
@attribute BingLiu-negCount numeric
@attribute AFINN-posScore numeric
@attribute AFINN-negScore numeric
@attribute S140-posScore numeric
@attribute S140-negScore numeric
@attribute NRC-Hash-Sent-posScore numeric
@attribute NRC-Hash-Sent-negScore numeric
@attribute NRC-10-anger numeric
@attribute NRC-10-anticipation numeric
@attribute NRC-10-disgust numeric
@attribute NRC-10-fear numeric
@attribute NRC-10-joy numeric
@attribute NRC-10-sadness numeric
@attribute NRC-10-surprise numeric
@attribute NRC-10-trust numeric
@attribute NRC-10-negative numeric
@attribute NRC-10-positive numeric
@attribute NRC-10-Expanded-anger numeric
@attribute NRC-10-Expanded-anticipation numeric
@attribute NRC-10-Expanded-disgust numeric
@attribute NRC-10-Expanded-fear numeric
@attribute NRC-10-Expanded-joy numeric
@attribute NRC-10-Expanded-sadness numeric
@attribute NRC-10-Expanded-surprise numeric
@attribute NRC-10-Expanded-trust numeric
@attribute NRC-10-Expanded-negative numeric
@attribute NRC-10-Expanded-positive numeric
@attribute NRC-Hash-Emo-anger numeric
@attribute NRC-Hash-Emo-anticipation numeric
@attribute NRC-Hash-Emo-disgust numeric
@attribute NRC-Hash-Emo-fear numeric
@attribute NRC-Hash-Emo-joy numeric
@attribute NRC-Hash-Emo-sadness numeric
@attribute NRC-Hash-Emo-surprise numeric
@attribute NRC-Hash-Emo-trust numeric
@attribute SentiWordnet-posScore numeric
@attribute SentiWordnet-negScore numeric
@attribute Emoticons-posScore numeric
@attribute Emoticons-negScore numeric
@attribute Negation-negationCount numeric
@attribute neg_anger numeric
@attribute neg_disgust numeric
@attribute neg_fear numeric
@attribute neg_joy numeric
@attribute neg_sadness numeric
@attribute neg_surprise numeric
@attribute neg_trust numeric
@attribute neg_anticipation numeric
@attribute class_anger_binary {0,1}
@attribute class_anger_trinary {0,1,2}

@data
2017-En-10477,'When you forget to mention you were bought dreamboys tickets Ã°Å¸â„¢â€žÃ°Å¸Ëœâ€š #raging',anger,1,0,1,0,0,0,-1,2.897,-0.988,0.263,-3.946,0,0,0,0,0,0,0,0,1,0,0.262552,0.510457,0.121345,0.292094,0.520742,0.145059,0.296804,0.734787,0.760437,1.563345,1.826537,0.285376,0.325652,0.65424,0.162405,0.254532,0.373149,0.430689,0.125,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-10742,'All this from a cigarette burning in Laura\"s hand, the angle of her chin, the purse of her lips.\"(104) Gorgeous transition!@laurengrodstein',anger,0,1,0,1,1,0,0,5.339,-3.4,8.36,-1.434,0,0,0,0,1,0,0,0,1,1,1.459496,0.83392,1.270927,1.342852,0.895985,0.512234,0.487382,1.282196,4.984824,2.911783,0.521136,0,4.096917,0.825731,0.768017,0.100319,1.886572,0.610383,1.1125,-0.401786,0,0,0,0,0,0,1,0,0,0,0,0,0
2017-En-10726,'So Rangers v Celtic ll #revenge',anger,0,0,0,0,0,0,0,1.356,-0.253,2.052,-0.591,0,0,0,0,0,0,0,0,0,0,0.272876,0.544927,0.036415,0.231013,0.343817,0.071673,0.175896,0.358789,0.456502,0.863388,1.032333,1.005429,0.168795,0.12407,0,0.088955,0.615734,0.577725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-11340,'#Scorpio\"s can withdraw to a quiet place after being hurt, only to think of a plan to sting back.',anger,2,1,2,1,2,0,-2,2.144,-4.99,3.67,-3.75,2,1,0,2,0,3,0,0,3,1,0.769667,0.653673,0.651824,0.858245,0.376748,0.403033,0.340026,0.785571,3.500819,1.827093,1.241096,0,0.048723,0.156123,1.258524,0.578153,0.583108,1.202681,0.477894,-4.487026,0,0,0,2,0,2,0,3,0,0,1,1,1
2017-En-10588,'@Daniel_Sankey @hayleyp79 Haha.... Actually, after the Doggies I\"m barracking for Anyone But GWS! ',anger,1,0,0,0,0,3,0,2.953,-1.39,3.094,-2.369,0,0,0,0,0,0,0,0,0,0,0.856996,0.846921,0.739797,0.809051,0.99883,0.397092,0.529754,1.093781,3.884497,2.738151,0.004078,0.159807,0.263815,0.053112,0.0245,0.117649,1.468795,0,0.229167,-0.125,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-11100,'@NJDDanin123 I personally liked #relentless Ã¢â‚¬Â¦didn\"t get #OurHouse #OneJersey #werealldevilsinside \nDoes nothing till a puck drops #NJDevils',anger,0,0,0,1,0,2,0,2.545,-2.16,1.456,-1.972,0,0,0,0,0,0,0,0,0,0,0.798568,0.490001,0.405268,0.576191,0.568166,0.323851,0.362003,0.968589,2.585801,1.818673,1.150977,1.439937,0.600777,1.174354,0.237949,0,0.402513,0.409015,0.319923,-0.166667,0,0,1,-0,-0,-0,-0,-0,-0,-0,-0,0,0
2017-En-11426,'I can see how this will end\nIn all its bitter tragedy\nI\"ll give you all I have to spend\nAnd you\"ll give nothing back to me',anger,2,2,2,0,2,0,-4,4.679,-5.707,1.269,-6.363,0,0,0,1,0,1,0,0,1,0,1.797392,2.038231,1.287351,1.466309,1.555517,1.342492,1.132087,2.088249,6.27358,4.205765,0.693988,0.577574,1.05878,0.58327,0.872693,1.984057,0.250484,3.123402,1.388678,-1.604732,0,0,1,-0,-0,-1,-0,-1,-0,-0,-0,1,1
2017-En-10687,'Tonight\"s #DragRace #AllStars2 episode GAVE ME LIFE! Yaassss queens! #teamalaska #teamkatya #revenge #bwahaha',anger,0,0,0,0,0,0,0,2.009,-0.223,4.376,-0.3,0,0,0,0,0,0,0,0,0,0,0.616844,0.705944,0.404646,0.553446,0.864322,0.221181,0.44849,0.544738,1.660221,1.665503,1.1216,1.60792,0.115451,0.051236,0.671887,0.285793,0.477315,0.28358,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10105,'You complain all the time and then wonder why people never want to see you. You acc rile me up. Stfuuu!!!!',anger,3,2,2,1,2,1,-2,3.532,-2.889,0.927,-7.616,1,1,0,0,0,1,0,0,1,0,1.396404,1.176683,1.013164,1.12286,0.993593,0.819006,0.831497,1.300942,4.425181,2.692866,2.769172,1.472332,1.076522,0.168803,0.125975,0.260038,0.538558,0.504072,2.050744,-0.645833,0,0,1,-1,-0,-0,-0,-1,-0,-0,-1,1,2
2017-En-11236,'Everything I see of American police training seems calculated to trample human dignity, inflame outrage, and escalate confrontations.',anger,2,1,3,1,3,2,-3,1.634,-3.088,1.842,-6.523,2,0,1,1,0,0,0,2,2,2,0.871967,0.566927,0.557563,0.788677,0.428777,0.40171,0.43195,0.63994,2.837859,1.562852,0.678898,1.909551,3.076868,1.117595,0.217988,0.35213,0.133283,0.270123,1.044792,-0.860417,0,0,0,2,1,1,0,0,0,2,0,1,1
2017-En-11036,'I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene  #fuck #die #hatered',anger,3,3,2,0,3,2,-9,2.117,-7.515,0.896,-9.934,0,0,0,1,0,1,0,0,1,0,2.026627,0.986014,1.387325,2.177884,0.686725,2.110863,0.485744,0.984817,6.43554,2.199277,3.225904,0,1.462718,0.496217,0.163963,3.403937,0,0.499372,0.422917,-0.755804,0,0,0,0,0,1,0,1,0,0,0,1,2
2017-En-10446,'@VerizonSupport thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks ',anger,2,0,1,0,1,2,-4,3.356,-5.066,4.139,-3.173,1,0,0,0,0,1,0,0,1,0,1.057491,1.366664,0.727595,0.796525,1.638686,0.523122,0.555407,1.420032,3.849178,3.47696,1.664722,0.419846,0.897878,0.454496,0.43659,1.141535,0.783317,0.245606,0.395833,-0.510417,0,0,1,-1,-0,-0,-0,-1,-0,-0,-0,1,1
2017-En-11634,'@EmmaHobbs1 I did that! 3 days later my order isn\"t even in the same postcode as me ',anger,2,1,0,0,0,0,0,1.832,-2.814,1.249,-4.14,0,0,0,0,0,0,0,0,0,0,1.104154,1.036094,1.148735,1.115376,0.677704,0.619997,0.502952,1.019252,4.304408,1.99174,0.711509,0.041828,0.32187,0.488722,0.115879,0.347838,0.345521,0,0.18428,-0.2,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-10196,'@CI  I don\"t think Monalisa has respect for anyone but herself! I think she\"ll ruffle a few feathers. #TheJail',anger,3,1,1,1,1,2,0,3.174,-3.403,1.175,-5.752,0,1,0,0,1,0,0,2,1,2,1.182044,0.969962,1.002739,1.285474,0.713494,0.554523,0.635328,1.110997,4.979959,2.459369,0.265679,0.248346,2.401124,1.66538,0.139726,0.117649,0.128995,1.236609,1.37558,-0.368056,0,0,0,0,0,0,1,0,0,2,1,1,2
2017-En-11678,'Another loss to city in the cup next Ã°Å¸â„¢Ë† Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š cmon united! ',anger,0,0,1,0,1,1,-3,1.51,-1.803,2,-0.951,1,0,0,1,0,1,0,1,1,1,0.550828,0.448768,0.405884,0.45158,0.337568,0.196035,0.186558,0.317815,1.694916,1.061876,0.225943,1.477665,0.099624,0.309937,0.757581,1.199621,0.061864,0,0.041667,-0.396528,0,0,0,1,0,1,0,1,0,1,0,0,0
2017-En-10973,'So I\"m not being shady but one of Jongdae\"s ex rumoured girlfriends is going on WGM I\"m not saying I\"m over joyed but I\"m over joyed #bitter',anger,1,0,1,0,1,0,0,3.443,-6.399,0.397,-8.253,0,0,0,1,0,0,0,0,1,0,2.406162,1.377906,1.310247,2.391459,0.96442,1.339159,0.727084,1.590931,8.860239,2.97499,1.737978,0.222575,2.573644,0.193037,0,0.677427,0.120131,0.163399,0.485417,-1.533333,0,0,2,-0,-0,-2,-0,-0,-0,-0,-0,0,2
2017-En-10219,'Unbelievable takes 10 minutes to get through to @BarclaysUK then there\"s a fault and the call hangs up  #treatcustomersfairly',anger,2,0,2,0,3,0,-1,1.113,-3.402,1.577,-2.373,0,0,0,0,0,1,0,0,2,0,1.207851,0.890302,0.59236,0.910588,0.467055,0.30265,0.397105,0.854321,3.08727,1.945484,1.599813,0.816092,1.398223,0.349596,0,0,0.948314,0.158648,0.795915,-1.025298,0,0,0,0,0,0,0,1,0,0,0,1,1
2017-En-11074,'@JessicaValenti @nytimes I don\"t know... Wasn\"t punk mostly about white men throwing tantrums?',anger,0,1,0,0,1,0,0,3.455,-1.876,0.359,-10.144,0,1,0,0,1,0,0,2,0,2,1.558702,0.541543,0.965937,1.234503,0.43316,0.620315,0.532989,0.864843,5.003415,1.620046,1.687435,0.343694,2.065939,0,0.304204,0.133358,0.675272,0.062046,0.657598,-0.625,0,0,0,0,0,0,1,0,0,2,1,0,0
2017-En-10705,'Skipping meals is the national way of showing #disappointment and . #wiz',anger,0,0,0,0,0,0,0,1.103,-1.136,2.496,-6.004,0,0,0,0,0,0,0,0,0,0,0.361096,0.319084,0.327428,0.318312,0.346871,0.176642,0.095122,0.275142,1.221,0.795799,0.678309,0.911676,1.037787,0,0.437448,1.063129,0.159628,0.035886,0.011364,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10159,'@mdivincenzo9 he\"s stupid, I hate him lol #bitter',anger,3,0,2,0,2,3,-5,1.383,-4.338,0.337,-6.369,1,0,1,1,0,1,0,0,2,0,0.571119,0.252218,0.562949,0.547676,0.252246,0.233832,0.19501,0.646094,2.201393,1.160614,2.476209,0.151824,1.018871,0,0,0.171356,0.312399,0.129037,0,-1.197917,0,0,0,1,1,1,0,1,0,0,0,1,2
2017-En-11448,'@GreatFallVoyagr #bitter sums it up! Congrats Nicole! that\"s all folks #bb18 now onto #survivor !',anger,0,0,0,0,0,2,0,5.629,-0.395,5.12,-4.578,0,0,0,0,0,0,0,0,0,0,0.934151,1.456534,0.761739,0.854064,1.79741,0.304589,0.760283,1.270739,3.016532,3.496728,1.851576,0.764492,1.224063,0.126293,0.770485,1.402098,0.482335,0.429712,0.662202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10379,'@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.',anger,2,0,2,0,1,0,0,3.09,-2.203,1.911,-8.262,0,1,0,0,0,0,0,0,0,0,1.359155,0.660321,0.727454,0.706659,0.574875,0.475925,0.36208,1.109838,3.402548,2.192855,2.767172,0.137241,1.46507,0.068298,0.683873,0,0.780943,1.055909,0.913393,-0.451136,0,0,0,0,0,0,0,0,0,0,1,1,1
2017-En-10248,'I wonder what would happen if I were to tell some people the truth #savage #uhoh #angry',anger,2,2,0,1,0,0,0,1.598,-1.605,0.141,-13.795,0,1,0,0,0,0,0,1,0,1,0.702023,0.468812,0.559738,0.732905,0.329716,0.365464,0.541773,0.632616,2.518228,1.109887,2.213064,1.238799,0.779791,1.35384,0.038466,0.161094,0.429364,1.555112,1.541567,-0.36875,0,0,0,0,0,0,0,0,0,1,1,1,1
2017-En-40453,'Cheap pout my brodcast',anger,0,0,2,0,2,0,0,0.138,-1.297,0.304,-1.821,0,0,0,0,0,0,0,0,1,0,0.225591,0.10614,0.130827,0.146142,0.064127,0.192151,0.087835,0.043461,0.83364,0.118237,1.285262,0,0.543535,0,0,0,0,0,0,-0.666667,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10797,'Houston might lose a coach tomorrow or by midnight.  #yikes #offense?',anger,0,1,1,0,1,0,0,0.713,-1.498,2.067,-3.724,1,1,1,1,0,1,1,1,1,0,0.303152,0.270994,0.319728,0.314128,0.220407,0.122929,0.116557,0.395935,1.564727,0.708034,0.262844,1.622763,0,1.904862,0.549983,0.087795,0.503907,0,0,-0.973074,0,0,0,1,1,1,0,1,1,1,1,0,0
2017-En-10457,'@simon_penn_r @AntisocialJW2 has turned into a rather fiery GG radical)',anger,2,1,1,1,1,0,0,1.612,-1.117,2.315,-1.39,0,0,0,0,0,0,0,0,0,0,0.845713,0.552931,0.513485,1.104375,0.367591,0.494447,0.384444,0.724156,2.573819,1.301765,1.119991,0,0.383536,0,0,0,0.582107,0.006268,0.145833,-0.302083,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-10120,'@FoxNews @SheriffClarke @FoxNewsInsider This man is an affront to our justice system.',anger,3,1,1,0,1,2,0,0.382,-1.187,0.338,-1.538,1,0,1,1,0,1,1,2,1,1,0.484576,0.520017,0.265132,0.356925,0.482207,0.179258,0.308973,0.686368,1.629712,1.620969,0.268202,0.521366,0.762705,0,0.032002,0,0.130722,0.333272,0.186607,-0.25,0,0,0,1,1,1,0,1,1,2,0,1,2
2017-En-10190,'When you\"ve still got a whole season of Wentworth to watch and a stupid cunt in work ruins it for us Ã°Å¸ËœÂ­Ã°Å¸ËœÂ­ @__KirstyGA  #oldcunt',anger,3,0,1,1,3,0,-9,2.238,-6.376,4.273,-4.514,0,1,0,1,0,0,0,0,1,0,1.439011,0.869039,1.550185,1.279618,0.745541,0.587238,0.592726,1.338029,4.698427,3.063943,2.94958,0.916756,0.988509,0.418885,0.253243,0.08889,0.902312,0.393235,0.761335,-1.332738,0,0,0,0,0,1,0,0,0,0,1,1,2
2017-En-11210,'@paulsherard @margarethaynie wow I just realized how much of a sexist pig I am! I am truly sorry to anyone I offended',anger,1,3,1,1,2,4,-5,1.668,-5.322,0.979,-6.48,1,0,1,0,0,1,0,0,2,0,1.379323,0.947736,1.48429,1.054836,1.345669,1.19035,0.829369,1.37796,5.418519,3.513634,0.915091,0,3.228123,0.264225,0.609744,1.048657,1.580819,1.391015,1.71369,-1.654167,0,0,0,1,1,0,0,1,0,0,0,0,2
2017-En-11157,'Howard Webb always held up as knowing the answers. No red. Sutton and Craigan raging! Hahaha',anger,1,0,1,0,1,3,-1,2.972,-1.719,1.927,-2.444,1,0,1,1,0,0,0,0,1,1,0.899954,0.760315,0.832765,0.70817,0.587859,0.383078,0.36574,1.179295,2.820637,1.970869,1.490784,1.877585,0.071832,0.439304,0.516026,0.206095,1.385571,0.680765,0.420536,-1.1875,0,0,1,-1,-1,-1,-0,-0,-0,-0,-0,0,2
2017-En-40403,'@ticcikasie1 With a frown, she let\"s out a distraught \"Gardevoir\" saying that she wishes she had a trainer',anger,1,1,2,0,2,1,0,2.832,-5.308,1.511,-3.756,0,0,0,0,0,2,0,1,2,0,1.341978,1.008565,1.269864,1.369521,0.985254,0.672859,0.754782,1.305229,5.052242,2.485662,0.301686,0,1.817457,0.105582,1.907102,0.48289,0.748943,0.817582,0,-1.625947,0,0,0,0,0,0,0,2,0,1,0,0,2
2017-En-11188,'some of the casuals tweets that Vic has faved are making me gag ',anger,3,0,0,0,0,0,-2,2.873,-1.02,0.578,-4.624,0,0,1,0,0,0,0,0,1,0,0.564181,0.436031,0.66183,0.554195,0.395937,0.265106,0.286161,0.727509,2.133939,1.164755,0.413779,0.161053,2.118005,0,0,0,0.128995,0,0.304167,0,0,0,0,0,1,0,0,0,0,0,0,1,2
2017-En-11620,'@Supergold2002 Terence- got a lot of anger issues from my family and school.',anger,3,0,1,0,2,0,-3,0.594,-2.178,1.883,-1.36,1,0,0,0,0,0,0,1,1,0,0.567219,0.442829,0.326267,0.411621,0.7416,0.245726,0.240647,0.689608,2.233639,1.482734,1.496536,0,0.067508,0,0.617326,0.089078,0.489062,0.520455,0.083333,-0.447917,0,0,0,1,0,0,0,0,0,1,0,1,2
2017-En-11409,'@Evan_McMullin He\"s spent his campaign dividing people up and pitting them against each other. His message is to fear and resent the \"other\"',anger,2,0,3,0,2,0,-2,3.51,-2.046,1.249,-11.148,2,0,0,1,0,0,0,0,3,0,1.730217,0.645221,1.027479,1.542946,0.542476,0.512778,0.377446,1.011902,5.042315,2.142753,2.381801,0.262689,1.555906,2.107328,0.401639,0.003939,0.466631,0.26142,0.370536,-2.395833,0,0,0,2,0,1,0,0,0,0,0,1,1
2017-En-10953,'@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -',anger,0,2,3,2,1,8,-2,2.825,-2.845,3.975,-2.955,1,1,2,2,2,1,1,1,2,2,1.156758,0.864931,1.029792,1.014226,0.624978,0.466717,0.505272,0.966831,3.712204,2.309801,1.226868,0.803222,0.876812,0.198859,1.265648,0.244519,1.936221,0.986937,2.487946,-0.372917,0,0,0,1,2,2,2,1,1,1,1,0,0
2017-En-10832,'@JaredLeto Jared + #snap? Ã°Å¸â€™Ëœ',anger,0,0,0,0,0,0,0,1.106,0,1.878,-0.695,0,0,0,0,0,0,0,0,0,0,0.216068,0.147452,0.159312,0.201406,0.151972,0.05734,0.138686,0.289699,0.753926,0.532805,0,0,0.160137,0,0,0,0.063867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-11166,'@CallumPinner you came in at silly o\"clock and woke me up that\"s what happened #wasted #fuming',anger,3,0,1,0,1,0,-1,2.291,-3.093,2.085,-5.924,0,1,0,0,1,0,0,0,1,0,1.256965,0.685634,0.87924,1.108538,0.556823,0.645323,0.501335,1.001571,4.243521,2.0714,2.512966,0.281009,0.36153,0.537844,0,0.170411,0.532766,0.166457,0.266369,-0.622917,0,0,0,0,0,0,1,0,0,0,1,1,2
2017-En-11143,'Finally uploaded the file I needed to the university server\"s drop box. It took like half an hour and a lot of cursing and anger on my part',anger,2,1,1,1,1,2,-4,3.372,-5.229,4.346,-3.072,2,2,2,0,1,0,1,1,2,2,1.214067,0.801733,1.377059,1.3751,0.534415,0.534258,0.400502,1.042087,4.685218,2.160244,2.985758,2.968349,0.813279,1.150342,1.731519,0.037344,1.113288,0.640819,0.95416,-0.760417,0,0,0,2,2,0,1,0,1,1,2,1,1
2017-En-40317,'My nephew sees that i have a frown on my face and he tells me \"you\"re  beautiful \"!Ã°Å¸ËœÂ¢Ã°Å¸â€™Å¾Ã°Å¸ËœÂ©',anger,0,1,1,1,1,3,0,5.334,-2.737,4.151,-2.318,0,0,0,0,1,1,0,0,1,1,1.187356,0.835759,1.09573,1.235174,0.703035,0.536428,0.564069,1.210787,4.756061,2.102694,0.822357,0,1.527566,0.515469,2.869577,0,0.716508,0.747053,0.683469,-1.166667,0,0,0,0,0,0,1,1,0,0,0,0,0
2017-En-10337,'Actually be arsed with my sister sometimes, she controls the TV 90\% of the time and when I watch one thing she gets in a huff Ã°Å¸â„¢â€ž',anger,2,0,0,0,0,0,0,1.554,-4.759,2.877,-4.274,1,2,1,1,0,0,0,0,1,0,1.429606,0.716847,1.172467,1.165398,0.476639,0.655531,0.519424,0.987965,5.10481,1.97486,2.207451,0.22227,1.223364,0.031683,0.250409,0.150308,1.740536,0.466506,0.869792,-0.278274,0,0,0,1,1,1,0,0,0,0,2,1,1
2017-En-10527,'@thomeagle Just to help maintain and boost our status as a world class centre for education, culture and tolerance. #outrage',anger,1,4,0,1,0,5,0,3.187,-1.476,2.658,-5.84,0,0,0,0,0,0,0,0,0,2,0.462961,0.81561,0.322783,0.475416,0.79216,0.208622,0.35672,1.515356,1.974781,3.396955,1.629818,2.04282,1.098133,0.277745,1.429498,0.108351,0.564107,2.490523,2.115526,-0.391667,0,0,0,0,0,0,0,0,0,0,0,0,2
2017-En-10141,'There\"s this Bpharm4 guy Eish that guy brings anger into my life. When I see him nje like darkness fills me @RamatsobaneM will know',anger,3,2,2,1,2,2,-4,3.133,-3.261,2.775,-3.652,2,0,0,1,0,1,0,0,2,0,1.636015,1.385933,1.398664,1.643963,0.8857,0.757287,0.902416,1.26114,5.530802,2.437687,1.740092,0.565905,1.187533,0.790768,3.3197,1.989564,0.65888,0.835763,1.385922,-0.839583,0,0,0,2,0,1,0,1,0,0,0,1,2
2017-En-11309,'says, who are you to compared me with the others; I\"m just human. #lit #fire ',anger,2,1,0,0,0,0,0,3.684,-0.966,1.328,-4.2,0,0,0,0,0,0,0,0,0,0,1.061402,0.709952,0.835791,1.119408,0.642772,0.553701,0.353808,1.37569,4.088165,2.422864,0.563208,0.553064,1.875062,0.853341,0.465946,0,0.082958,1.075947,0.915774,-0.125,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11173,'No, nipples don\"t offend me lol. But it\"s sad to me to see women purposely flaunting/sexualizing their own bodies in a very immodest way.',anger,2,0,3,0,3,3,-5,4.453,-6.912,1.049,-11.105,1,0,1,0,0,0,0,1,1,1,1.862893,1.067325,1.895316,1.798328,0.856286,1.678397,0.77926,1.336205,7.185732,3.199953,1.341443,1.734427,3.759223,0.063325,0,1.813951,0.548977,0.035886,1.199012,-1.385417,0,0,1,-1,-1,-0,-0,-0,-0,-1,-0,1,1
2017-En-10938,'I hope my hustle don\"t offend nobody',anger,0,1,1,0,1,2,-2,1.768,-2.489,0.52,-4.469,1,1,1,0,1,0,1,2,1,2,0.451055,0.118875,0.503277,0.499881,0.085246,0.488197,0.090381,0.228215,1.85407,0.400636,0.353841,0,0.487273,0.616094,0,0.179788,0,0.148377,0.538988,-0.4375,0,0,0,1,1,0,1,0,1,2,1,0,0
2017-En-11626,'ramos does what he does best burning haters with his head',anger,2,1,0,1,2,3,-3,3.213,-2.074,1.721,-2.51,0,0,0,0,0,0,0,0,0,0,0.657439,0.321968,0.393925,0.466609,0.534361,0.212057,0.215742,0.680836,1.570622,1.619125,0.971518,0.220347,1.622476,0,0.805265,0,0.527336,0.926621,1.21875,-0.235119,0,0,0,0,0,0,0,0,0,0,0,1,1
2017-En-11112,'@MegMuphet I wasn\"t meaning to offend you. I was saying from personal experience. Kids got placed into these classes and they take advantage',anger,1,1,1,1,1,2,-2,3.22,-2.684,1.989,-8.328,1,0,1,0,0,0,0,1,1,1,1.182478,0.850661,0.667113,0.973462,0.71599,0.493567,0.449549,1.074679,4.30224,2.592315,0.889108,0.528555,1.720403,0.617631,1.394218,0.154488,1.48022,0.911548,0.679126,-0.5875,0,0,0,1,1,0,0,0,0,1,0,0,2
2017-En-10651,'If my luck the rest of Fall goes anything like today, I think I\"m going to like this season. #bestdayever #magic #work ',anger,0,3,1,3,1,7,0,2.975,-3.816,9.26,-2.933,0,1,0,0,1,1,1,0,1,2,1.720361,0.926524,1.682014,1.928953,0.454298,0.834179,0.559284,0.900723,6.351757,1.750871,0.524743,0.547213,0.620739,1.70299,3.371288,0.104151,0.984466,0.317789,1.959144,-0.737508,0,0,0,0,0,0,1,1,1,0,1,0,0
2017-En-10827,'Follow me on Snapchat Ã°Å¸â€˜Â» Carlabtst15 #snapchat ',anger,0,0,0,0,0,0,0,1.344,-0.176,0.167,-2.067,0,0,0,0,0,0,0,0,0,0,0.124284,0.055406,0.119798,0.125116,0.030583,0.076959,0.034056,0.120889,0.563968,0.128937,0.314213,0,0.144515,0,0,0.261327,1.753085,1.127996,0.12697,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-En-10653,'@sippycoups if it hurts too much to eat, i read somewhere that marshmallows are good bc they are soft and don\"t irritate',anger,0,1,2,2,2,3,-5,4.242,-6.025,3.983,-5.641,0,1,0,0,1,0,1,2,0,3,1.766735,0.897367,1.269972,1.552493,0.734778,1.549006,0.557721,1.183994,5.733076,2.765942,2.484757,1.44965,1.49785,0,0.660725,1.030386,1.510197,0.134473,3.164861,-0.611875,0,0,0,0,0,0,1,0,1,2,1,0,0
2017-En-11640,'The book im riteing about wots happond has made them moor angry but im not here to plese man or hide the eval deeds of some',anger,2,0,1,0,1,0,-4,2.89,-6.793,4.242,-5.594,1,0,1,1,0,0,0,0,1,0,1.141994,0.761061,0.841349,0.949944,0.61212,0.638062,0.313068,1.03932,4.265018,2.019674,1.720337,0.624965,0.612823,0.25984,0.35296,0.128241,0.842022,0.462845,0.686607,-0.685417,0,0,1,-1,-1,-1,-0,-0,-0,-0,-0,1,1
2017-En-10212,'Don\"t join @BTCare they put the phone down on you, talk over you and are rude. Taking money out of my acc willynilly! ',anger,2,0,2,0,1,1,-2,4.217,-3.956,2.097,-8.464,1,1,0,0,1,0,1,2,0,4,1.843633,0.853799,1.302309,1.236433,0.870654,0.72668,0.492481,1.134438,5.379319,2.600095,2.12659,0.852858,1.917132,0.199927,0.110504,0.288509,1.020907,0.453436,0.635913,-1.100153,0,0,0,1,0,0,1,0,1,2,1,1,1
2017-En-10622,'@SarahMi40605180 @kaileighhxo sorry to burst the bubble but there was never any illusion Ã°Å¸â„¢Ë†Ã°Å¸Ëœâ€šÃ°Å¸Ëœâ€š',anger,1,0,2,0,2,0,-1,2.102,-3.576,2.372,-8.711,0,0,0,0,0,0,1,0,1,0,1.108625,0.47073,0.659111,1.050621,0.314508,1.011952,0.446601,0.54135,3.618821,1.129471,0.412966,0.119991,0.372243,0.936795,1.704234,0.901803,0.485935,0.0047,0,-1.354167,0,0,1,-0,-0,-0,-0,-0,-1,-0,-0,0,2
2017-En-10067,'Once again the only thing on my feed is naay raging about something and my brother filling in all the gaps',anger,3,0,1,0,1,0,0,0.867,-2.635,2.508,-2.48,1,0,1,1,0,0,0,1,1,1,0.885125,0.537991,0.775452,0.79689,0.343239,0.320996,0.396824,0.556608,3.267538,1.122575,1.782781,0.475863,0.435967,0.325274,0.045167,0.105699,0.473599,0,0.572917,-0.433387,0,0,0,1,1,1,0,0,0,1,0,1,2
2017-En-11127,'@Gielnorian @HedonismGaming cmode grimrail made me want to eat angry bees',anger,3,1,1,0,1,1,-3,0.849,-2.394,0.348,-1.474,1,0,1,0,0,0,0,0,1,1,0.683093,0.507058,0.431222,0.493096,0.340113,0.352622,0.296757,0.52955,2.246458,1.073404,1.585081,0,1.36693,0.492405,0.206512,0.118897,0.307568,0,0.139583,-0.260417,0,0,0,1,1,0,0,0,0,0,0,1,2
